year_month,brand,model,engine_volume,power_hp,price_rub,sales_qty,util_fee_rub,key_rate,usd_rub,inflation_pct
2024-10,Chery,Tiggo7,1.5,147,1566300,430,44200,13.0,86.0,0.86
2024-10,Geely,Coolray,1.5,147,1566300,334,44200,13.0,86.0,0.86
2024-10,BMW,X5,3.0,249,1566300,424,44200,13.0,86.0,0.86
2024-10,Mercedes,E-Class,2.0,194,1566300,370,44200,13.0,86.0,0.86
2024-10,Volkswagen,Polo,1.6,110,1566300,347,44200,13.0,86.0,0.86
2024-11,Lada,Vesta,1.6,106,1566300,421,44200,13.0,86.0,0.86
2024-11,Lada,Granta,1.6,90,1566300,335,44200,13.0,86.0,0.86
2024-11,Hyundai,Creta,1.6,123,1566300,304,44200,13.0,86.0,0.86
2024-11,Kia,Rio,1.6,100,1566300,330,44200,13.0,86.0,0.86
2024-11,Toyota,RAV4,2.0,146,1566300,350,44200,13.0,86.0,0.86
2024-11,Chery,Tiggo7,1.5,147,1566300,431,44200,13.0,86.0,0.86
2024-11,Geely,Coolray,1.5,147,1566300,447,44200,13.0,86.0,0.86
2024-11,BMW,X5,3.0,249,1566300,343,44200,13.0,86.0,0.86
2024-11,Mercedes,E-Class,2.0,194,1566300,398,44200,13.0,86.0,0.86
2024-11,Volkswagen,Polo,1.6,110,1566300,361,44200,13.0,86.0,0.86
2024-12,Lada,Vesta,1.6,106,1566300,449,44200,13.0,86.0,0.86
2024-12,Lada,Granta,1.6,90,1566300,382,44200,13.0,86.0,0.86
2024-12,Hyundai,Creta,1.6,123,1566300,442,44200,13.0,86.0,0.86
2024-12,Kia,Rio,1.6,100,1566300,318,44200,13.0,86.0,0.86
2024-12,Toyota,RAV4,2.0,146,1566300,447,44200,13.0,86.0,0.86
2024-12,Chery,Tiggo7,1.5,147,1566300,328,44200,13.0,86.0,0.86
2024-12,Geely,Coolray,1.5,147,1566300,446,44200,13.0,86.0,0.86
2024-12,BMW,X5,3.0,249,1566300,341,44200,13.0,86.0,0.86
2024-12,Mercedes,E-Class,2.0,194,1566300,317,44200,13.0,86.0,0.86
2024-12,Volkswagen,Polo,1.6,110,1566300,366,44200,13.0,86.0,0.86
2025-01,Lada,Vesta,1.6,106,1575000,427,50000,12.0,84.5,0.71
2025-01,Lada,Granta,1.6,90,1575000,362,50000,12.0,84.5,0.71
2025-01,Hyundai,Creta,1.6,123,1575000,407,50000,12.0,84.5,0.71
2025-01,Kia,Rio,1.6,100,1575000,393,50000,12.0,84.5,0.71
2025-01,Toyota,RAV4,2.0,146,1575000,373,50000,12.0,84.5,0.71
2025-01,Chery,Tiggo7,1.5,147,1575000,403,50000,12.0,84.5,0.71
2025-01,Geely,Coolray,1.5,147,1575000,352,50000,12.0,84.5,0.71
2025-01,BMW,X5,3.0,249,1575000,423,50000,12.0,84.5,0.71
2025-01,Mercedes,E-Class,2.0,194,1575000,313,50000,12.0,84.5,0.71
2025-01,Volkswagen,Polo,1.6,110,1575000,457,50000,12.0,84.5,0.71
2025-02,Lada,Vesta,1.6,106,1575000,397,50000,12.0,84.5,0.71
2025-02,Lada,Granta,1.6,90,1575000,425,50000,12.0,84.5,0.71
2025-02,Hyundai,Creta,1.6,123,1575000,429,50000,12.0,84.5,0.71
2025-02,Kia,Rio,1.6,100,1575000,417,50000,12.0,84.5,0.71
2025-02,Toyota,RAV4,2.0,146,1575000,370,50000,12.0,84.5,0.71
2025-02,Chery,Tiggo7,1.5,147,1575000,323,50000,12.0,84.5,0.71
2025-02,Geely,Coolray,1.5,147,1575000,416,50000,12.0,84.5,0.71
2025-02,BMW,X5,3.0,249,1575000,364,50000,12.0,84.5,0.71
2025-02,Mercedes,E-Class,2.0,194,1575000,362,50000,12.0,84.5,0.71
2025-02,Volkswagen,Polo,1.6,110,1575000,445,50000,12.0,84.5,0.71
2025-03,Lada,Vesta,1.6,106,1575000,425,50000,12.0,84.5,0.71
2025-03,Lada,Granta,1.6,90,1575000,360,50000,12.0,84.5,0.71
2025-03,Hyundai,Creta,1.6,123,1575000,361,50000,12.0,84.5,0.71
2025-03,Kia,Rio,1.6,100,1575000,376,50000,12.0,84.5,0.71
2025-03,Toyota,RAV4,2.0,146,1575000,375,50000,12.0,84.5,0.71
2025-03,Chery,Tiggo7,1.5,147,1575000,359,50000,12.0,84.5,0.71
2025-03,Geely,Coolray,1.5,147,1575000,332,50000,12.0,84.5,0.71
2025-03,BMW,X5,3.0,249,1575000,378,50000,12.0,84.5,0.71
2025-03,Mercedes,E-Class,2.0,194,1575000,460,50000,12.0,84.5,0.71
2025-03,Volkswagen,Polo,1.6,110,1575000,419,50000,12.0,84.5,0.71
2025-04,Lada,Vesta,1.6,106,1575000,454,50000,12.0,84.5,0.71
2025-04,Lada,Granta,1.6,90,1575000,409,50000,12.0,84.5,0.71
2025-04,Hyundai,Creta,1.6,123,1575000,360,50000,12.0,84.5,0.71
2025-04,Kia,Rio,1.6,100,1575000,398,50000,12.0,84.5,0.71
2025-04,Toyota,RAV4,2.0,146,1575000,313,50000,12.0,84.5,0.71
2025-04,Chery,Tiggo7,1.5,147,1575000,357,50000,12.0,84.5,0.71
2025-04,Geely,Coolray,1.5,147,1575000,380,50000,12.0,84.5,0.71
2025-04,BMW,X5,3.0,249,1575000,403,50000,12.0,84.5,0.71
2025-04,Mercedes,E-Class,2.0,194,1575000,415,50000,12.0,84.5,0.71
2025-04,Volkswagen,Polo,1.6,110,1575000,385,50000,12.0,84.5,0.71
2025-05,Lada,Vesta,1.6,106,1575000,382,50000,12.0,84.5,0.71
2025-05,Lada,Granta,1.6,90,1575000,346,50000,12.0,84.5,0.71
2025-05,Hyundai,Creta,1.6,123,1575000,387,50000,12.0,84.5,0.71
2025-05,Kia,Rio,1.6,100,1575000,454,50000,12.0,84.5,0.71
2025-05,Toyota,RAV4,2.0,146,1575000,437,50000,12.0,84.5,0.71
2025-05,Chery,Tiggo7,1.5,147,1575000,339,50000,12.0,84.5,0.71
2025-05,Geely,Coolray,1.5,147,1575000,326,50000,12.0,84.5,0.71
2025-05,BMW,X5,3.0,249,1575000,393,50000,12.0,84.5,0.71
2025-05,Mercedes,E-Class,2.0,194,1575000,412,50000,12.0,84.5,0.71
2025-05,Volkswagen,Polo,1.6,110,1575000,365,50000,12.0,84.5,0.71
2025-06,Lada,Vesta,1.6,106,1575000,441,50000,12.0,84.5,0.71
2025-06,Lada,Granta,1.6,90,1575000,430,50000,12.0,84.5,0.71
2025-06,Hyundai,Creta,1.6,123,1575000,418,50000,12.0,84.5,0.71
2025-06,Kia,Rio,1.6,100,1575000,348,50000,12.0,84.5,0.71
2025-06,Toyota,RAV4,2.0,146,1575000,344,50000,12.0,84.5,0.71
2025-06,Chery,Tiggo7,1.5,147,1575000,316,50000,12.0,84.5,0.71
2025-06,Geely,Coolray,1.5,147,1575000,351,50000,12.0,84.5,0.71
2025-06,BMW,X5,3.0,249,1575000,387,50000,12.0,84.5,0.71
2025-06,Mercedes,E-Class,2.0,194,1575000,445,50000,12.0,84.5,0.71
2025-06,Volkswagen,Polo,1.6,110,1575000,324,50000,12.0,84.5,0.71
2025-07,Lada,Vesta,1.6,106,1575000,377,50000,12.0,84.5,0.71
2025-07,Lada,Granta,1.6,90,1575000,411,50000,12.0,84.5,0.71
2025-07,Hyundai,Creta,1.6,123,1575000,343,50000,12.0,84.5,0.71
2025-07,Kia,Rio,1.6,100,1575000,421,50000,12.0,84.5,0.71
2025-07,Toyota,RAV4,2.0,146,1575000,390,50000,12.0,84.5,0.71
2025-07,Chery,Tiggo7,1.5,147,1575000,351,50000,12.0,84.5,0.71
2025-07,Geely,Coolray,1.5,147,1575000,415,50000,12.0,84.5,0.71
2025-07,BMW,X5,3.0,249,1575000,313,50000,12.0,84.5,0.71
2025-07,Mercedes,E-Class,2.0,194,1575000,430,50000,12.0,84.5,0.71
2025-07,Volkswagen,Polo,1.6,110,1575000,433,50000,12.0,84.5,0.71
2025-08,Lada,Vesta,1.6,106,1575000,329,50000,12.0,84.5,0.71
2025-08,Lada,Granta,1.6,90,1575000,379,50000,12.0,84.5,0.71
2025-08,Hyundai,Creta,1.6,123,1575000,340,50000,12.0,84.5,0.71
2025-08,Kia,Rio,1.6,100,1575000,462,50000,12.0,84.5,0.71
2025-08,Toyota,RAV4,2.0,146,1575000,394,50000,12.0,84.5,0.71
2025-08,Chery,Tiggo7,1.5,147,1575000,320,50000,12.0,84.5,0.71
2025-08,Geely,Coolray,1.5,147,1575000,351,50000,12.0,84.5,0.71
2025-08,BMW,X5,3.0,249,1575000,445,50000,12.0,84.5,0.71
2025-08,Mercedes,E-Class,2.0,194,1575000,384,50000,12.0,84.5,0.71
2025-08,Volkswagen,Polo,1.6,110,1575000,438,50000,12.0,84.5,0.71
2025-09,Lada,Vesta,1.6,106,1575000,417,50000,12.0,84.5,0.71
2025-09,Lada,Granta,1.6,90,1575000,467,50000,12.0,84.5,0.71
2025-09,Hyundai,Creta,1.6,123,1575000,406,50000,12.0,84.5,0.71
2025-09,Kia,Rio,1.6,100,1575000,461,50000,12.0,84.5,0.71
2025-09,Toyota,RAV4,2.0,146,1575000,452,50000,12.0,84.5,0.71
2025-09,Chery,Tiggo7,1.5,147,1575000,408,50000,12.0,84.5,0.71
2025-09,Geely,Coolray,1.5,147,1575000,425,50000,12.0,84.5,0.71
2025-09,BMW,X5,3.0,249,1575000,391,50000,12.0,84.5,0.71
2025-09,Mercedes,E-Class,2.0,194,1575000,442,50000,12.0,84.5,0.71
2025-09,Volkswagen,Polo,1.6,110,1575000,398,50000,12.0,84.5,0.71
2025-10,Lada,Vesta,1.6,106,1575000,453,50000,12.0,84.5,0.71
2025-10,Lada,Granta,1.6,90,1575000,429,50000,12.0,84.5,0.71
2025-10,Hyundai,Creta,1.6,123,1575000,387,50000,12.0,84.5,0.71
2025-10,Kia,Rio,1.6,100,1575000,353,50000,12.0,84.5,0.71
2025-10,Toyota,RAV4,2.0,146,1575000,351,50000,12.0,84.5,0.71
2025-10,Chery,Tiggo7,1.5,147,1575000,412,50000,12.0,84.5,0.71
2025-10,Geely,Coolray,1.5,147,1575000,432,50000,12.0,84.5,0.71
2025-10,BMW,X5,3.0,249,1575000,394,50000,12.0,84.5,0.71
2025-10,Mercedes,E-Class,2.0,194,1575000,411,50000,12.0,84.5,0.71
2025-10,Volkswagen,Polo,1.6,110,1575000,355,50000,12.0,84.5,0.71
2025-11,Lada,Vesta,1.6,106,1575000,325,50000,12.0,84.5,0.71
2025-11,Lada,Granta,1.6,90,1575000,357,50000,12.0,84.5,0.71
2025-11,Hyundai,Creta,1.6,123,1575000,355,50000,12.0,84.5,0.71
2025-11,Kia,Rio,1.6,100,1575000,363,50000,12.0,84.5,0.71
2025-11,Toyota,RAV4,2.0,146,1575000,397,50000,12.0,84.5,0.71
2025-11,Chery,Tiggo7,1.5,147,1575000,334,50000,12.0,84.5,0.71
2025-11,Geely,Coolray,1.5,147,1575000,349,50000,12.0,84.5,0.71
2025-11,BMW,X5,3.0,249,1575000,421,50000,12.0,84.5,0.71
2025-11,Mercedes,E-Class,2.0,194,1575000,423,50000,12.0,84.5,0.71
2025-11,Volkswagen,Polo,1.6,110,1575000,323,50000,12.0,84.5,0.71
2025-12,Lada,Vesta,1.6,106,1575000,376,50000,12.0,84.5,0.71
2025-12,Lada,Granta,1.6,90,1575000,397,50000,12.0,84.5,0.71
2025-12,Hyundai,Creta,1.6,123,1575000,378,50000,12.0,84.5,0.71
2025-12,Kia,Rio,1.6,100,1575000,345,50000,12.0,84.5,0.71
2025-12,Toyota,RAV4,2.0,146,1575000,378,50000,12.0,84.5,0.71
2025-12,Chery,Tiggo7,1.5,147,1575000,454,50000,12.0,84.5,0.71
2025-12,Geely,Coolray,1.5,147,1575000,404,50000,12.0,84.5,0.71
2025-12,BMW,X5,3.0,249,1575000,421,50000,12.0,84.5,0.71
2025-12,Mercedes,E-Class,2.0,194,1575000,447,50000,12.0,84.5,0.71
2025-12,Volkswagen,Polo,1.6,110,1575000,432,50000,12.0,84.5,0.71
2026-01,Lada,Vesta,1.6,106,1586250,386,57500,11.0,83.0,0.56
2026-01,Lada,Granta,1.6,90,1586250,325,57500,11.0,83.0,0.56
2026-01,Hyundai,Creta,1.6,123,1586250,381,57500,11.0,83.0,0.56
2026-01,Kia,Rio,1.6,100,1586250,446,57500,11.0,83.0,0.56
2026-01,Toyota,RAV4,2.0,146,1586250,463,57500,11.0,83.0,0.56
2026-01,Chery,Tiggo7,1.5,147,1586250,479,57500,11.0,83.0,0.56
2026-01,Geely,Coolray,1.5,147,1586250,392,57500,11.0,83.0,0.56
2026-01,BMW,X5,3.0,249,1586250,445,57500,11.0,83.0,0.56
2026-01,Mercedes,E-Class,2.0,194,1586250,413,57500,11.0,83.0,0.56
2026-01,Volkswagen,Polo,1.6,110,1586250,422,57500,11.0,83.0,0.56
2026-02,Lada,Vesta,1.6,106,1586250,360,57500,11.0,83.0,0.56
2026-02,Lada,Granta,1.6,90,1586250,360,57500,11.0,83.0,0.56
2026-02,Hyundai,Creta,1.6,123,1586250,395,57500,11.0,83.0,0.56
2026-02,Kia,Rio,1.6,100,1586250,329,57500,11.0,83.0,0.56
2026-02,Toyota,RAV4,2.0,146,1586250,379,57500,11.0,83.0,0.56
2026-02,Chery,Tiggo7,1.5,147,1586250,434,57500,11.0,83.0,0.56
2026-02,Geely,Coolray,1.5,147,1586250,390,57500,11.0,83.0,0.56
2026-02,BMW,X5,3.0,249,1586250,351,57500,11.0,83.0,0.56
2026-02,Mercedes,E-Class,2.0,194,1586250,400,57500,11.0,83.0,0.56
2026-02,Volkswagen,Polo,1.6,110,1586250,345,57500,11.0,83.0,0.56
2026-03,Lada,Vesta,1.6,106,1586250,425,57500,11.0,83.0,0.56
2026-03,Lada,Granta,1.6,90,1586250,328,57500,11.0,83.0,0.56
2026-03,Hyundai,Creta,1.6,123,1586250,388,57500,11.0,83.0,0.56
2026-03,Kia,Rio,1.6,100,1586250,416,57500,11.0,83.0,0.56
2026-03,Toyota,RAV4,2.0,146,1586250,328,57500,11.0,83.0,0.56
2026-03,Chery,Tiggo7,1.5,147,1586250,428,57500,11.0,83.0,0.56
2026-03,Geely,Coolray,1.5,147,1586250,346,57500,11.0,83.0,0.56
2026-03,BMW,X5,3.0,249,1586250,399,57500,11.0,83.0,0.56
2026-03,Mercedes,E-Class,2.0,194,1586250,332,57500,11.0,83.0,0.56
2026-03,Volkswagen,Polo,1.6,110,1586250,386,57500,11.0,83.0,0.56
2026-04,Lada,Vesta,1.6,106,1586250,358,57500,11.0,83.0,0.56
2026-04,Lada,Granta,1.6,90,1586250,377,57500,11.0,83.0,0.56
2026-04,Hyundai,Creta,1.6,123,1586250,448,57500,11.0,83.0,0.56
2026-04,Kia,Rio,1.6,100,1586250,386,57500,11.0,83.0,0.56
2026-04,Toyota,RAV4,2.0,146,1586250,446,57500,11.0,83.0,0.56
2026-04,Chery,Tiggo7,1.5,147,1586250,459,57500,11.0,83.0,0.56
2026-04,Geely,Coolray,1.5,147,1586250,365,57500,11.0,83.0,0.56
2026-04,BMW,X5,3.0,249,1586250,337,57500,11.0,83.0,0.56
2026-04,Mercedes,E-Class,2.0,194,1586250,327,57500,11.0,83.0,0.56
2026-04,Volkswagen,Polo,1.6,110,1586250,412,57500,11.0,83.0,0.56
2026-05,Lada,Vesta,1.6,106,1586250,486,57500,11.0,83.0,0.56
2026-05,Lada,Granta,1.6,90,1586250,381,57500,11.0,83.0,0.56
2026-05,Hyundai,Creta,1.6,123,1586250,430,57500,11.0,83.0,0.56
2026-05,Kia,Rio,1.6,100,1586250,451,57500,11.0,83.0,0.56
2026-05,Toyota,RAV4,2.0,146,1586250,430,57500,11.0,83.0,0.56
2026-05,Chery,Tiggo7,1.5,147,1586250,446,57500,11.0,83.0,0.56
2026-05,Geely,Coolray,1.5,147,1586250,478,57500,11.0,83.0,0.56
2026-05,BMW,X5,3.0,249,1586250,356,57500,11.0,83.0,0.56
2026-05,Mercedes,E-Class,2.0,194,1586250,327,57500,11.0,83.0,0.56
2026-05,Volkswagen,Polo,1.6,110,1586250,349,57500,11.0,83.0,0.56
2026-06,Lada,Vesta,1.6,106,1586250,345,57500,11.0,83.0,0.56
2026-06,Lada,Granta,1.6,90,1586250,433,57500,11.0,83.0,0.56
2026-06,Hyundai,Creta,1.6,123,1586250,416,57500,11.0,83.0,0.56
2026-06,Kia,Rio,1.6,100,1586250,359,57500,11.0,83.0,0.56
2026-06,Toyota,RAV4,2.0,146,1586250,438,57500,11.0,83.0,0.56
2026-06,Chery,Tiggo7,1.5,147,1586250,448,57500,11.0,83.0,0.56
2026-06,Geely,Coolray,1.5,147,1586250,351,57500,11.0,83.0,0.56
2026-06,BMW,X5,3.0,249,1586250,423,57500,11.0,83.0,0.56
2026-06,Mercedes,E-Class,2.0,194,1586250,445,57500,11.0,83.0,0.56
2026-06,Volkswagen,Polo,1.6,110,1586250,343,57500,11.0,83.0,0.56
2026-07,Lada,Vesta,1.6,106,1586250,457,57500,11.0,83.0,0.56
2026-07,Lada,Granta,1.6,90,1586250,481,57500,11.0,83.0,0.56
2026-07,Hyundai,Creta,1.6,123,1586250,342,57500,11.0,83.0,0.56
2026-07,Kia,Rio,1.6,100,1586250,328,57500,11.0,83.0,0.56
2026-07,Toyota,RAV4,2.0,146,1586250,375,57500,11.0,83.0,0.56
2026-07,Chery,Tiggo7,1.5,147,1586250,434,57500,11.0,83.0,0.56
2026-07,Geely,Coolray,1.5,147,1586250,480,57500,11.0,83.0,0.56
2026-07,BMW,X5,3.0,249,1586250,388,57500,11.0,83.0,0.56
2026-07,Mercedes,E-Class,2.0,194,1586250,440,57500,11.0,83.0,0.56
2026-07,Volkswagen,Polo,1.6,110,1586250,336,57500,11.0,83.0,0.56
2026-08,Lada,Vesta,1.6,106,1586250,436,57500,11.0,83.0,0.56
2026-08,Lada,Granta,1.6,90,1586250,426,57500,11.0,83.0,0.56
2026-08,Hyundai,Creta,1.6,123,1586250,341,57500,11.0,83.0,0.56
2026-08,Kia,Rio,1.6,100,1586250,449,57500,11.0,83.0,0.56
2026-08,Toyota,RAV4,2.0,146,1586250,462,57500,11.0,83.0,0.56
2026-08,Chery,Tiggo7,1.5,147,1586250,421,57500,11.0,83.0,0.56
2026-08,Geely,Coolray,1.5,147,1586250,344,57500,11.0,83.0,0.56
2026-08,BMW,X5,3.0,249,1586250,484,57500,11.0,83.0,0.56
2026-08,Mercedes,E-Class,2.0,194,1586250,451,57500,11.0,83.0,0.56
2026-08,Volkswagen,Polo,1.6,110,1586250,380,57500,11.0,83.0,0.56
2026-09,Lada,Vesta,1.6,106,1586250,394,57500,11.0,83.0,0.56
2026-09,Lada,Granta,1.6,90,1586250,384,57500,11.0,83.0,0.56
2026-09,Hyundai,Creta,1.6,123,1586250,406,57500,11.0,83.0,0.56
2026-09,Kia,Rio,1.6,100,1586250,379,57500,11.0,83.0,0.56
2026-09,Toyota,RAV4,2.0,146,1586250,462,57500,11.0,83.0,0.56
2026-09,Chery,Tiggo7,1.5,147,1586250,457,57500,11.0,83.0,0.56
2026-09,Geely,Coolray,1.5,147,1586250,341,57500,11.0,83.0,0.56
2026-09,BMW,X5,3.0,249,1586250,480,57500,11.0,83.0,0.56
2026-09,Mercedes,E-Class,2.0,194,1586250,427,57500,11.0,83.0,0.56
2026-09,Volkswagen,Polo,1.6,110,1586250,459,57500,11.0,83.0,0.56
2026-10,Lada,Vesta,1.6,106,1586250,439,57500,11.0,83.0,0.56
2026-10,Lada,Granta,1.6,90,1586250,395,57500,11.0,83.0,0.56
2026-10,Hyundai,Creta,1.6,123,1586250,443,57500,11.0,83.0,0.56
2026-10,Kia,Rio,1.6,100,1586250,481,57500,11.0,83.0,0.56
2026-10,Toyota,RAV4,2.0,146,1586250,368,57500,11.0,83.0,0.56
2026-10,Chery,Tiggo7,1.5,147,1586250,455,57500,11.0,83.0,0.56
2026-10,Geely,Coolray,1.5,147,1586250,411,57500,11.0,83.0,0.56
2026-10,BMW,X5,3.0,249,1586250,403,57500,11.0,83.0,0.56
2026-10,Mercedes,E-Class,2.0,194,1586250,395,57500,11.0,83.0,0.56
2026-10,Volkswagen,Polo,1.6,110,1586250,443,57500,11.0,83.0,0.56
2026-11,Lada,Vesta,1.6,106,1586250,368,57500,11.0,83.0,0.56
2026-11,Lada,Granta,1.6,90,1586250,462,57500,11.0,83.0,0.56
2026-11,Hyundai,Creta,1.6,123,1586250,459,57500,11.0,83.0,0.56
2026-11,Kia,Rio,1.6,100,1586250,338,57500,11.0,83.0,0.56
2026-11,Toyota,RAV4,2.0,146,1586250,467,57500,11.0,83.0,0.56
2026-11,Chery,Tiggo7,1.5,147,1586250,364,57500,11.0,83.0,0.56
2026-11,Geely,Coolray,1.5,147,1586250,399,57500,11.0,83.0,0.56
2026-11,BMW,X5,3.0,249,1586250,423,57500,11.0,83.0,0.56
2026-11,Mercedes,E-Class,2.0,194,1586250,386,57500,11.0,83.0,0.56
2026-11,Volkswagen,Polo,1.6,110,1586250,329,57500,11.0,83.0,0.56
2026-12,Lada,Vesta,1.6,106,1586250,462,57500,11.0,83.0,0.56
2026-12,Lada,Granta,1.6,90,1586250,354,57500,11.0,83.0,0.56
2026-12,Hyundai,Creta,1.6,123,1586250,358,57500,11.0,83.0,0.56
2026-12,Kia,Rio,1.6,100,1586250,454,57500,11.0,83.0,0.56
2026-12,Toyota,RAV4,2.0,146,1586250,379,57500,11.0,83.0,0.56
2026-12,Chery,Tiggo7,1.5,147,1586250,467,57500,11.0,83.0,0.56
2026-12,Geely,Coolray,1.5,147,1586250,438,57500,11.0,83.0,0.56
2026-12,BMW,X5,3.0,249,1586250,369,57500,11.0,83.0,0.56
2026-12,Mercedes,E-Class,2.0,194,1586250,326,57500,11.0,83.0,0.56
2026-12,Volkswagen,Polo,1.6,110,1586250,478,57500,11.0,83.0,0.56
